prompt,image_path
Endoscopy image of the bilateral brain showing signs of scar tissue.,images/endoscopy_brain_scar tissue_774.jpg
Mammogram image of the left pancreas showing signs of scar tissue.,images/mammogram_pancreas_scar tissue_775.jpg
Endoscopy image of the bilateral spine showing signs of infection.,images/endoscopy_spine_infection_776.jpg
CT scan image of the posterior knee showing signs of cyst.,images/ct_scan_knee_cyst_777.jpg
PET scan image of the left knee showing signs of cyst.,images/pet_scan_knee_cyst_778.jpg
X-ray image of the bilateral abdomen showing signs of fracture.,images/x-ray_abdomen_fracture_779.jpg
PET scan image of the no specific knee showing signs of tumor.,images/pet_scan_knee_tumor_780.jpg
PET scan image of the anterior thyroid showing signs of inflammation.,images/pet_scan_thyroid_inflammation_781.jpg
CT scan image of the left breast showing signs of atrophy.,images/ct_scan_breast_atrophy_782.jpg
Endoscopy image of the lower abdomen showing signs of abnormal growth.,images/endoscopy_abdomen_abnormal growth_783.jpg
Endoscopy image of the central abdomen showing signs of tumor.,images/endoscopy_abdomen_tumor_784.jpg
PET scan image of the right pancreas showing signs of abnormal growth.,images/pet_scan_pancreas_abnormal growth_785.jpg
Mammogram image of the posterior abdomen showing signs of inflammation.,images/mammogram_abdomen_inflammation_786.jpg
MRI image of the upper liver showing signs of tumor.,images/mri_liver_tumor_787.jpg
PET scan image of the posterior spine showing signs of blockage.,images/pet_scan_spine_blockage_788.jpg
PET scan image of the anterior abdomen showing signs of hernia.,images/pet_scan_abdomen_hernia_789.jpg
Mammogram image of the no specific thyroid showing signs of mass.,images/mammogram_thyroid_mass_790.jpg
Ultrasound image of the central abdomen showing signs of atrophy.,images/ultrasound_abdomen_atrophy_791.jpg
X-ray image of the no specific spine showing signs of blockage.,images/x-ray_spine_blockage_792.jpg
PET scan image of the posterior liver showing signs of atrophy.,images/pet_scan_liver_atrophy_793.jpg
Angiogram image of the bilateral heart showing signs of abnormal growth.,images/angiogram_heart_abnormal growth_794.jpg
PET scan image of the bilateral knee showing signs of fracture.,images/pet_scan_knee_fracture_795.jpg
CT scan image of the upper bladder showing signs of atrophy.,images/ct_scan_bladder_atrophy_796.jpg
MRI image of the central abdomen showing signs of mass.,images/mri_abdomen_mass_797.jpg
Ultrasound image of the right bladder showing signs of calcification.,images/ultrasound_bladder_calcification_798.jpg
Angiogram image of the no specific bladder showing signs of hernia.,images/angiogram_bladder_hernia_799.jpg
MRI image of the upper pancreas showing signs of degeneration.,images/mri_pancreas_degeneration_800.jpg
CT scan image of the lower spine showing signs of cyst.,images/ct_scan_spine_cyst_801.jpg
Endoscopy image of the left lung showing signs of infection.,images/endoscopy_lung_infection_802.jpg
X-ray image of the lower knee showing signs of inflammation.,images/x-ray_knee_inflammation_803.jpg
Endoscopy image of the bilateral bladder showing signs of scar tissue.,images/endoscopy_bladder_scar tissue_804.jpg
Endoscopy image of the right bladder showing signs of degeneration.,images/endoscopy_bladder_degeneration_805.jpg
CT scan image of the right brain showing signs of calcification.,images/ct_scan_brain_calcification_806.jpg
PET scan image of the upper liver showing signs of atrophy.,images/pet_scan_liver_atrophy_807.jpg
Angiogram image of the right spine showing signs of hernia.,images/angiogram_spine_hernia_808.jpg
MRI image of the anterior bladder showing signs of inflammation.,images/mri_bladder_inflammation_809.jpg
Endoscopy image of the anterior knee showing signs of inflammation.,images/endoscopy_knee_inflammation_810.jpg
MRI image of the no specific heart showing signs of degeneration.,images/mri_heart_degeneration_811.jpg
Ultrasound image of the upper abdomen showing signs of lesion.,images/ultrasound_abdomen_lesion_812.jpg
Angiogram image of the posterior heart showing signs of fracture.,images/angiogram_heart_fracture_813.jpg
Mammogram image of the right bladder showing signs of mass.,images/mammogram_bladder_mass_814.jpg
X-ray image of the lower breast showing signs of blockage.,images/x-ray_breast_blockage_815.jpg
CT scan image of the left abdomen showing signs of hernia.,images/ct_scan_abdomen_hernia_816.jpg
Angiogram image of the lower liver showing signs of blockage.,images/angiogram_liver_blockage_817.jpg
MRI image of the right thyroid showing signs of atrophy.,images/mri_thyroid_atrophy_818.jpg
Ultrasound image of the no specific liver showing signs of cyst.,images/ultrasound_liver_cyst_819.jpg
MRI image of the bilateral spine showing signs of scar tissue.,images/mri_spine_scar tissue_820.jpg
Endoscopy image of the upper pancreas showing signs of hernia.,images/endoscopy_pancreas_hernia_821.jpg
Ultrasound image of the posterior thyroid showing signs of calcification.,images/ultrasound_thyroid_calcification_822.jpg
Angiogram image of the bilateral heart showing signs of infection.,images/angiogram_heart_infection_823.jpg
X-ray image of the upper breast showing signs of tumor.,images/x-ray_breast_tumor_824.jpg
Mammogram image of the anterior liver showing signs of abnormal growth.,images/mammogram_liver_abnormal growth_825.jpg
Endoscopy image of the lower heart showing signs of fluid accumulation.,images/endoscopy_heart_fluid accumulation_826.jpg
Angiogram image of the upper heart showing signs of mass.,images/angiogram_heart_mass_827.jpg
Angiogram image of the left lung showing signs of degeneration.,images/angiogram_lung_degeneration_828.jpg
Mammogram image of the bilateral lung showing signs of infection.,images/mammogram_lung_infection_829.jpg
MRI image of the lower abdomen showing signs of scar tissue.,images/mri_abdomen_scar tissue_830.jpg
Angiogram image of the posterior pancreas showing signs of infection.,images/angiogram_pancreas_infection_831.jpg
PET scan image of the lower heart showing signs of infection.,images/pet_scan_heart_infection_832.jpg
Angiogram image of the central pancreas showing signs of cyst.,images/angiogram_pancreas_cyst_833.jpg
X-ray image of the right spine showing signs of scar tissue.,images/x-ray_spine_scar tissue_834.jpg
Angiogram image of the right abdomen showing signs of swelling.,images/angiogram_abdomen_swelling_835.jpg
Mammogram image of the central liver showing signs of tumor.,images/mammogram_liver_tumor_836.jpg
Ultrasound image of the posterior eye showing signs of lesion.,images/ultrasound_eye_lesion_837.jpg
PET scan image of the left spine showing signs of abnormal growth.,images/pet_scan_spine_abnormal growth_838.jpg
Ultrasound image of the no specific spine showing signs of cyst.,images/ultrasound_spine_cyst_839.jpg
X-ray image of the posterior knee showing signs of calcification.,images/x-ray_knee_calcification_840.jpg
X-ray image of the posterior knee showing signs of calcification.,images/x-ray_knee_calcification_841.jpg
PET scan image of the no specific thyroid showing signs of scar tissue.,images/pet_scan_thyroid_scar tissue_842.jpg
Ultrasound image of the no specific eye showing signs of blockage.,images/ultrasound_eye_blockage_843.jpg
CT scan image of the left knee showing signs of atrophy.,images/ct_scan_knee_atrophy_844.jpg
Mammogram image of the lower eye showing signs of mass.,images/mammogram_eye_mass_845.jpg
MRI image of the posterior bladder showing signs of lesion.,images/mri_bladder_lesion_846.jpg
Angiogram image of the no specific pancreas showing signs of hernia.,images/angiogram_pancreas_hernia_847.jpg
CT scan image of the no specific abdomen showing signs of atrophy.,images/ct_scan_abdomen_atrophy_848.jpg
Mammogram image of the bilateral knee showing signs of mass.,images/mammogram_knee_mass_849.jpg
CT scan image of the central bladder showing signs of fracture.,images/ct_scan_bladder_fracture_850.jpg
Mammogram image of the lower brain showing signs of fluid accumulation.,images/mammogram_brain_fluid accumulation_851.jpg
CT scan image of the right breast showing signs of mass.,images/ct_scan_breast_mass_852.jpg
X-ray image of the lower breast showing signs of calcification.,images/x-ray_breast_calcification_853.jpg
Mammogram image of the right lung showing signs of scar tissue.,images/mammogram_lung_scar tissue_854.jpg
Angiogram image of the anterior thyroid showing signs of tumor.,images/angiogram_thyroid_tumor_855.jpg
X-ray image of the upper liver showing signs of cyst.,images/x-ray_liver_cyst_856.jpg
Angiogram image of the bilateral thyroid showing signs of fracture.,images/angiogram_thyroid_fracture_857.jpg
Ultrasound image of the central abdomen showing signs of calcification.,images/ultrasound_abdomen_calcification_858.jpg
Mammogram image of the posterior knee showing signs of atrophy.,images/mammogram_knee_atrophy_859.jpg
PET scan image of the upper abdomen showing signs of cyst.,images/pet_scan_abdomen_cyst_860.jpg
Angiogram image of the posterior lung showing signs of mass.,images/angiogram_lung_mass_861.jpg
Mammogram image of the bilateral liver showing signs of calcification.,images/mammogram_liver_calcification_862.jpg
Angiogram image of the bilateral bladder showing signs of calcification.,images/angiogram_bladder_calcification_863.jpg
CT scan image of the posterior brain showing signs of scar tissue.,images/ct_scan_brain_scar tissue_864.jpg
Ultrasound image of the lower thyroid showing signs of blockage.,images/ultrasound_thyroid_blockage_865.jpg
X-ray image of the bilateral knee showing signs of inflammation.,images/x-ray_knee_inflammation_866.jpg
MRI image of the left lung showing signs of cyst.,images/mri_lung_cyst_867.jpg
Angiogram image of the anterior pancreas showing signs of cyst.,images/angiogram_pancreas_cyst_868.jpg
Endoscopy image of the central liver showing signs of swelling.,images/endoscopy_liver_swelling_869.jpg
Ultrasound image of the bilateral heart showing signs of fluid accumulation.,images/ultrasound_heart_fluid accumulation_870.jpg
X-ray image of the left brain showing signs of hernia.,images/x-ray_brain_hernia_871.jpg
CT scan image of the posterior breast showing signs of lesion.,images/ct_scan_breast_lesion_872.jpg
Mammogram image of the no specific heart showing signs of atrophy.,images/mammogram_heart_atrophy_873.jpg
Mammogram image of the bilateral eye showing signs of mass.,images/mammogram_eye_mass_874.jpg
MRI image of the lower knee showing signs of inflammation.,images/mri_knee_inflammation_875.jpg
MRI image of the central pancreas showing signs of fracture.,images/mri_pancreas_fracture_876.jpg
X-ray image of the anterior bladder showing signs of blockage.,images/x-ray_bladder_blockage_877.jpg
Endoscopy image of the anterior breast showing signs of cyst.,images/endoscopy_breast_cyst_878.jpg
MRI image of the left eye showing signs of fracture.,images/mri_eye_fracture_879.jpg
PET scan image of the bilateral pancreas showing signs of infection.,images/pet_scan_pancreas_infection_880.jpg
Angiogram image of the anterior abdomen showing signs of calcification.,images/angiogram_abdomen_calcification_881.jpg
Ultrasound image of the bilateral lung showing signs of abnormal growth.,images/ultrasound_lung_abnormal growth_882.jpg
PET scan image of the upper brain showing signs of calcification.,images/pet_scan_brain_calcification_883.jpg
Angiogram image of the right pancreas showing signs of tumor.,images/angiogram_pancreas_tumor_884.jpg
Mammogram image of the upper brain showing signs of scar tissue.,images/mammogram_brain_scar tissue_885.jpg
X-ray image of the upper breast showing signs of swelling.,images/x-ray_breast_swelling_886.jpg
Endoscopy image of the anterior brain showing signs of atrophy.,images/endoscopy_brain_atrophy_887.jpg
